pr_number,change_risk_label,total_changes
329246,0,21.0
329244,0,535.0
329241,0,4.0
329240,0,20.0
329239,1,26619.0
329237,0,560.0
329229,1,15503.0
329228,0,863.0
329227,0,0.0
329226,0,0.0
329225,0,0.0
329222,0,124.0
329220,1,25253.0
329219,0,5.0
329217,1,49629.0
329216,0,178.0
329215,0,134.0
329214,0,7.0
329213,0,151.0
329212,0,515.0
329210,1,31662.0
329208,1,25034.0
329207,0,1065.0
329206,0,2.0
329205,0,3.0
329203,1,9055.0
329202,1,18078.0
329200,0,0.0
329194,0,19.0
329193,0,309.0
329192,1,40773.0
329191,0,122.0
329180,0,492.0
329173,1,63413.0
329172,0,47.0
329171,0,2689.0
329167,0,46.0
329166,0,155.0
329165,0,505.0
329161,1,51196.0
329157,1,75268.0
329156,0,533.0
329153,0,1060.0
329152,1,8713.0
329150,0,3794.0
329149,0,2797.0
329148,0,58.0
329145,1,16100.0
329141,1,26908.0
329140,0,1876.0
329139,0,1599.0
329136,0,103.0
329130,0,498.0
329128,1,30692.0
329126,0,338.0
329122,0,22.0
329121,1,10581.0
329113,1,31284.0
329102,0,159.0
329099,0,90.0
329098,0,280.0
329096,0,47.0
329095,1,40975.0
329091,1,31089.0
329088,0,215.0
329085,0,128.0
329084,0,45.0
329079,1,49661.0
329078,1,29053.0
329077,1,18946.0
329072,0,608.0
329071,1,5385.0
329069,0,93.0
329068,0,518.0
329067,0,3808.0
329066,1,28714.0
329061,0,38.0
329059,0,42.0
329058,0,14.0
329055,0,84.0
329054,0,634.0
329053,0,48.0
329052,0,39.0
329050,0,33.0
329048,0,332.0
329047,1,4937.0
329045,0,10.0
329043,0,76.0
329041,0,292.0
329039,0,64.0
329038,0,2.0
329037,0,389.0
329034,1,12911.0
329033,0,80.0
329032,0,78.0
329027,0,49.0
329026,0,120.0
329025,0,49.0
329022,0,149.0
329021,1,8423.0
329020,0,44.0
329018,0,98.0
329017,0,118.0
329016,0,2142.0
329015,0,728.0
329014,1,6723.0
329013,0,1799.0
329011,0,27.0
329010,0,38.0
329009,0,52.0
329008,0,2200.0
329006,0,1941.0
329003,0,103.0
329002,0,23.0
329000,0,9.0
328999,0,4212.0
328998,0,2157.0
328995,0,174.0
328994,0,9.0
328993,0,12.0
328990,0,1940.0
328989,0,1735.0
328984,0,225.0
328983,0,35.0
328982,1,156758.0
328980,0,37.0
328975,1,77601.0
328974,0,749.0
328973,0,11.0
328972,0,38.0
328971,0,5.0
328969,0,5.0
328963,0,92.0
328962,0,1331.0
328961,1,32867.0
328957,0,2.0
328956,0,2054.0
328953,1,6830.0
328949,0,24.0
328948,1,4909.0
328947,0,10.0
328944,0,2934.0
328943,0,1309.0
328941,0,126.0
328930,0,33.0
328926,0,287.0
328922,0,20.0
328921,0,78.0
328911,0,9.0
328905,0,268.0
328904,0,195.0
328900,0,3.0
328896,0,3435.0
328890,1,27538.0
328884,0,214.0
328883,0,2956.0
328882,0,1847.0
328880,1,227168.0
328876,1,12555.0
328875,0,0.0
328874,0,615.0
328873,0,90.0
328871,0,929.0
328868,0,0.0
328867,0,192.0
328866,0,283.0
328865,0,403.0
328864,0,237.0
328863,0,1249.0
328862,1,18695.0
328855,1,49010.0
328851,0,84.0
328847,0,449.0
328843,0,464.0
328835,1,4930.0
328834,1,4854.0
328833,0,106.0
328832,0,164.0
328830,1,53296.0
328829,0,205.0
328827,0,48.0
328826,0,6.0
328825,1,20463.0
328824,1,20503.0
328820,0,33.0
328818,0,2166.0
328815,0,29.0
328806,0,229.0
328805,0,2.0
328801,0,107.0
328791,0,167.0
328788,0,98.0
328785,0,235.0
328784,0,106.0
328783,1,5031.0
328780,1,51249.0
328779,0,6.0
328778,0,1.0
328773,0,649.0
328771,1,20225.0
328770,1,5257.0
328768,0,26.0
328766,0,64.0
328746,0,213.0
328742,0,364.0
328740,0,296.0
328739,0,141.0
328738,0,44.0
328735,0,51.0
328734,0,78.0
328733,1,46045.0
328731,0,765.0
328729,0,1855.0
328724,0,997.0
328718,0,491.0
328716,0,2.0
328713,1,11886.0
328712,0,178.0
328708,0,58.0
328707,0,121.0
328703,0,491.0
328702,0,30.0
328697,0,48.0
328688,1,16648.0
328686,0,5.0
328685,0,30.0
328682,0,8.0
328679,0,46.0
328678,0,8.0
328672,0,4.0
328671,0,16.0
328666,0,23.0
328663,0,108.0
328662,0,180.0
328660,0,171.0
328659,0,89.0
328658,0,483.0
328657,0,857.0
328655,0,1627.0
328654,1,29684.0
328651,0,2028.0
328650,0,130.0
328644,0,4465.0
328643,0,346.0
328641,0,416.0
328640,0,198.0
328639,0,71.0
328637,0,86.0
328635,1,62101.0
328633,0,27.0
328629,0,14.0
328628,0,16.0
328627,0,116.0
328626,1,40772.0
328620,1,112175.0
328615,1,42639.0
328611,0,75.0
328609,0,14.0
328594,0,3796.0
328592,0,532.0
328588,0,16.0
328587,0,8.0
328586,0,25.0
328584,0,220.0
328583,0,125.0
328582,1,69564.0
328581,0,79.0
328579,1,41743.0
328578,0,52.0
328575,0,20.0
328573,0,2.0
328570,0,28.0
328569,0,4.0
328563,0,174.0
328557,1,82988.0
328554,0,292.0
328553,0,864.0
328550,1,29541.0
328549,1,20240.0
328542,0,19.0
328540,0,784.0
328539,0,103.0
328538,1,37578.0
328537,1,16389.0
328535,0,42.0
328534,0,2.0
328532,0,161.0
328531,0,51.0
328530,1,8407.0
328529,0,1037.0
328526,0,80.0
328524,0,11.0
328522,0,108.0
328521,0,123.0
328519,0,177.0
328514,0,52.0
328512,1,71868.0
328511,0,1434.0
328506,0,66.0
328505,0,23.0
328504,0,175.0
328503,0,44.0
328502,1,47297.0
328499,0,366.0
328498,0,259.0
328497,0,67.0
328496,0,37.0
328495,1,18573.0
328494,0,3468.0
328492,0,9.0
328490,1,5102.0
328485,1,5511.0
328484,0,545.0
328482,0,935.0
328481,0,0.0
328480,0,21.0
328477,0,162.0
328474,0,311.0
328472,0,4.0
328471,1,11992.0
328470,0,567.0
328469,0,4510.0
328468,0,32.0
328467,0,24.0
328466,1,24012.0
328465,0,754.0
328463,0,195.0
328462,0,422.0
328461,1,10937.0
328460,0,718.0
328458,1,49055.0
328457,0,0.0
328456,0,10.0
328455,0,3716.0
328454,0,55.0
328451,0,199.0
328450,0,1.0
328441,0,197.0
328436,1,8188.0
328431,1,5891.0
328429,0,19.0
328428,1,11032.0
328425,0,355.0
328423,0,218.0
328420,0,204.0
328416,0,309.0
328415,0,166.0
328413,0,688.0
328412,0,22.0
328408,0,201.0
328406,0,101.0
328404,0,33.0
328403,0,259.0
328402,0,563.0
328392,0,168.0
328391,0,58.0
328389,1,20435.0
328388,0,195.0
328387,0,1493.0
328383,0,2.0
328378,0,219.0
328375,0,352.0
328369,0,163.0
328368,0,31.0
328367,0,3.0
328363,0,89.0
328361,0,23.0
328351,0,494.0
328349,0,68.0
328347,0,34.0
328343,0,66.0
328342,0,65.0
328341,0,1780.0
328337,1,17819.0
328334,1,4809.0
328332,0,292.0
328329,0,54.0
328326,0,221.0
328325,0,5.0
328320,1,23448.0
328318,1,28933.0
328317,1,13078.0
328316,1,15646.0
328315,0,12.0
328314,0,264.0
328313,1,15452.0
328312,0,100.0
328311,0,12.0
328310,0,12.0
328308,0,132.0
328304,0,259.0
328303,1,17347.0
328301,1,16282.0
328297,0,35.0
328293,1,43909.0
328290,1,9243.0
328288,0,2146.0
328276,0,127.0
328275,1,20082.0
328274,0,1134.0
328273,0,214.0
328269,0,407.0
328268,1,17901.0
328267,0,1226.0
328264,0,98.0
328263,0,7.0
328262,1,62367.0
328261,0,63.0
328260,0,43.0
328259,1,18310.0
328258,0,174.0
328257,0,49.0
328248,0,79.0
328245,0,41.0
328238,0,25.0
328237,1,66917.0
328233,0,1.0
328232,1,5630.0
328225,1,51482.0
328220,1,5495.0
328219,0,3448.0
328218,0,1.0
328217,1,13583.0
328216,0,140.0
328215,0,63.0
328214,0,40.0
328213,0,180.0
328211,0,191.0
328210,0,962.0
328208,1,22076.0
328207,0,695.0
328206,0,0.0
328205,0,545.0
328203,0,271.0
328202,0,265.0
328201,0,184.0
328198,0,816.0
328187,0,70.0
328186,0,311.0
328185,0,270.0
328184,0,95.0
328183,0,146.0
328182,0,131.0
328179,1,27462.0
328176,0,58.0
328172,0,210.0
328169,0,37.0
328164,0,2680.0
328163,0,3106.0
328162,0,2.0
328161,0,4341.0
328158,1,29869.0
328157,0,130.0
328155,1,19501.0
328152,1,63556.0
328151,1,8021.0
328150,0,65.0
328148,0,2.0
328147,0,880.0
328146,1,18767.0
328142,0,2.0
328141,0,2.0
328140,0,2344.0
328138,0,94.0
328137,1,31374.0
328136,0,97.0
328134,1,35334.0
328133,0,870.0
328132,0,18.0
328130,1,20465.0
328129,0,746.0
328127,0,257.0
328125,0,43.0
328124,0,36.0
328117,0,67.0
328115,0,19.0
328111,0,629.0
328106,0,930.0
328105,1,9957.0
328101,0,24.0
328097,0,3526.0
328096,0,252.0
328095,1,17180.0
328094,0,1382.0
328093,0,40.0
328090,0,28.0
328088,1,12359.0
328087,0,447.0
328086,1,6911.0
328082,0,975.0
328081,0,1877.0
328080,0,4.0
328078,0,236.0
328077,1,6401.0
328074,0,175.0
328073,0,3650.0
328071,0,87.0
328070,1,18704.0
328069,1,22127.0
328068,0,2.0
328065,0,291.0
328063,0,28.0
328060,0,3.0
328058,0,982.0
328056,0,23.0
328051,0,84.0
328050,0,44.0
328048,1,8286.0
328047,0,40.0
328046,0,35.0
328045,1,8158.0
328044,1,7168.0
328043,0,91.0
328036,0,201.0
328031,0,204.0
328029,0,3.0
328028,0,34.0
328027,0,1953.0
328025,0,41.0
328024,0,29.0
328023,0,9.0
328022,1,29583.0
328018,0,20.0
328017,0,24.0
328016,0,30.0
328015,0,158.0
328014,0,405.0
328013,0,16.0
328012,0,1825.0
328011,0,678.0
328010,1,33469.0
328005,1,46623.0
327998,0,2.0
327992,0,474.0
327991,1,20742.0
327989,0,902.0
327985,0,551.0
327984,0,31.0
327983,1,23451.0
327982,0,504.0
327981,0,261.0
327980,0,76.0
327975,0,194.0
327972,0,243.0
327971,1,55028.0
327967,0,4.0
327963,0,1652.0
327960,0,454.0
327956,0,58.0
327955,1,27337.0
327953,0,259.0
327952,0,1270.0
327951,0,225.0
327950,1,18574.0
327948,0,141.0
327947,0,762.0
327946,0,236.0
327942,0,2.0
327939,0,32.0
327938,1,5020.0
327936,1,31782.0
327934,1,8477.0
327933,0,268.0
327932,0,2.0
327931,0,297.0
327930,0,2.0
327928,0,368.0
327926,1,10045.0
327925,0,3221.0
327924,0,57.0
327923,1,18809.0
327922,0,399.0
327920,0,10.0
327919,0,191.0
327918,0,22.0
327917,0,5.0
327916,0,27.0
327915,0,52.0
327914,0,532.0
327913,0,143.0
327912,0,4.0
327909,1,22863.0
327907,0,28.0
327905,0,6.0
327903,1,17321.0
327899,1,33352.0
327895,0,76.0
327894,0,103.0
327892,0,214.0
327890,0,11.0
327889,1,17185.0
327888,0,43.0
327885,1,78840.0
327884,1,17178.0
327883,0,31.0
327882,0,10.0
327881,1,18389.0
327878,0,133.0
327877,0,488.0
327876,0,24.0
327875,0,110.0
327874,0,141.0
327873,1,19846.0
327871,0,465.0
327870,0,233.0
327869,1,5602.0
327868,0,557.0
327866,0,322.0
327860,0,755.0
327859,0,475.0
327857,0,109.0
327856,0,188.0
327855,0,208.0
327854,1,12836.0
327853,1,8591.0
327852,1,36942.0
327851,0,7.0
327844,0,644.0
327843,0,1217.0
327842,0,0.0
327841,0,24.0
327836,0,52.0
327833,0,112.0
327832,0,154.0
327828,1,19601.0
327827,1,23091.0
327826,1,19024.0
327825,1,19218.0
327822,0,23.0
327821,0,2718.0
327819,0,2244.0
327817,0,116.0
327816,0,50.0
327814,0,4.0
327812,0,205.0
327811,0,117.0
327810,0,39.0
327809,0,771.0
327807,0,2.0
327803,0,130.0
327797,1,28119.0
327796,0,301.0
327795,0,12.0
327793,0,10.0
327792,0,21.0
327791,0,49.0
327789,0,49.0
327786,1,16318.0
327785,0,20.0
327783,0,80.0
327782,0,20.0
327781,0,62.0
327779,0,9.0
327777,0,2795.0
327776,0,0.0
327775,0,18.0
327773,0,4.0
327771,0,1.0
327770,0,6.0
327769,0,995.0
327766,1,13202.0
327765,1,119106.0
327764,0,172.0
327761,0,0.0
327758,0,22.0
327757,0,13.0
327753,0,336.0
327752,0,88.0
327751,0,22.0
327749,0,85.0
327748,0,94.0
327744,0,272.0
327743,0,472.0
327742,0,293.0
327741,0,4724.0
327740,0,94.0
327739,0,546.0
327738,0,159.0
327736,0,4.0
327735,0,2.0
327734,0,407.0
327731,0,4.0
327729,1,5275.0
327728,0,301.0
327724,0,3979.0
327722,0,1884.0
327720,0,8.0
327719,0,378.0
327718,0,4.0
327717,1,23196.0
327716,1,34453.0
327714,1,21204.0
327713,0,200.0
327711,0,584.0
327710,0,745.0
327708,0,52.0
327705,0,333.0
327704,0,323.0
327703,0,324.0
327702,0,492.0
327700,0,5.0
327698,0,361.0
327697,0,173.0
327696,0,5.0
327694,0,621.0
327693,0,3251.0
327692,1,4750.0
327691,0,1090.0
327690,1,39959.0
327689,1,27931.0
327688,0,4.0
327686,0,133.0
327684,0,359.0
327683,0,120.0
327681,0,118.0
327680,0,0.0
327679,0,0.0
327677,0,72.0
327675,0,186.0
327674,0,2.0
327670,0,344.0
327666,1,29505.0
327664,0,30.0
327662,0,127.0
327659,0,28.0
327658,0,2.0
327657,0,21.0
327654,0,314.0
327652,0,74.0
327651,0,21.0
327647,0,6.0
327642,0,2678.0
327638,0,136.0
327637,0,127.0
327632,0,215.0
327629,0,314.0
327628,0,93.0
327624,0,171.0
327623,0,10.0
327614,0,12.0
327612,0,4.0
327609,0,12.0
327598,0,2.0
327596,0,48.0
327594,0,16.0
327593,0,2.0
327590,0,72.0
327588,0,24.0
327585,0,0.0
327583,1,17784.0
327576,0,1351.0
327575,0,42.0
327573,1,16501.0
327571,0,87.0
327569,1,7591.0
327566,0,1434.0
327562,0,297.0
327560,0,423.0
327557,0,2290.0
327555,0,92.0
327553,0,56.0
327552,0,13.0
327550,0,94.0
327549,0,784.0
327548,0,1096.0
327547,0,3.0
327545,0,2.0
327544,1,77723.0
327542,0,472.0
327541,0,254.0
327518,1,22417.0
327511,0,104.0
327500,0,90.0
327497,1,37882.0
327495,0,45.0
327494,0,496.0
327491,0,61.0
327490,1,13305.0
327489,0,2962.0
327486,0,363.0
327485,0,268.0
327483,1,14795.0
327482,0,309.0
327481,0,26.0
327475,0,894.0
327465,0,1830.0
327464,0,222.0
327451,0,105.0
327450,0,97.0
327448,0,39.0
327445,0,796.0
327442,0,0.0
327441,0,0.0
327433,0,162.0
327432,0,217.0
327431,0,45.0
327428,0,278.0
327427,1,16936.0
327426,0,302.0
327425,0,38.0
327423,0,144.0
327422,0,237.0
327421,0,342.0
327420,0,368.0
327419,0,62.0
327418,1,16134.0
327417,1,10707.0
327416,1,74728.0
327414,0,239.0
327412,1,10825.0
327410,0,248.0
327409,0,1.0
327408,0,941.0
327407,0,2.0
327406,0,3.0
327405,0,5.0
327403,1,15061.0
327401,1,15618.0
327400,1,7461.0
327399,1,7469.0
327398,1,25769.0
327397,0,2.0
327395,0,32.0
327394,0,81.0
327393,0,605.0
327391,1,16606.0
327389,0,89.0
327388,0,15.0
327387,0,114.0
327385,1,5086.0
327383,1,19817.0
327381,0,129.0
327379,0,60.0
327378,0,14.0
327376,0,1351.0
327375,1,16962.0
327374,0,1393.0
327372,0,122.0
327369,0,69.0
327367,0,1279.0
327366,0,98.0
327361,0,228.0
327356,0,15.0
327355,0,1.0
327351,0,5.0
327350,0,33.0
327347,0,10.0
327345,1,10943.0
327341,0,479.0
327340,0,30.0
327337,0,262.0
327332,0,446.0
327331,1,5609.0
327330,1,8840.0
327328,1,10384.0
327325,0,15.0
327321,1,4729.0
327320,0,148.0
327319,0,523.0
327316,0,1571.0
327315,0,2.0
327313,0,16.0
327312,0,12.0
327306,0,10.0
327305,0,222.0
327303,0,86.0
327302,0,28.0
327301,0,0.0
327300,0,45.0
327298,0,71.0
327297,0,52.0
327296,0,532.0
327295,0,120.0
327294,1,43007.0
327290,1,36584.0
327289,1,17407.0
327280,0,21.0
327276,0,50.0
327275,1,16399.0
327273,0,2.0
327272,0,112.0
327271,0,196.0
327270,0,36.0
327269,0,105.0
327266,0,4.0
327265,0,211.0
327258,0,7.0
327255,0,6.0
327254,0,142.0
327251,0,2.0
327248,1,20502.0
327246,0,0.0
327245,0,23.0
327244,0,34.0
327241,1,13926.0
327237,0,6.0
327236,0,6.0
327235,0,1310.0
327233,0,295.0
327231,0,4.0
327226,0,112.0
327225,0,546.0
327224,0,3849.0
327223,0,14.0
327220,0,246.0
327218,0,42.0
327215,1,12388.0
327213,0,3.0
327211,0,3.0
327210,0,61.0
327209,0,211.0
327208,1,38203.0
327206,0,77.0
327201,0,632.0
327200,0,434.0
327199,0,404.0
327198,0,211.0
327193,0,52.0
327192,0,238.0
327191,0,186.0
327189,1,13990.0
327187,0,67.0
327186,0,55.0
327184,1,9975.0
327182,0,2.0
327181,0,10.0
327180,1,6863.0
327175,0,89.0
327174,0,6.0
327173,0,103.0
327172,0,10.0
327170,0,636.0
327168,0,135.0
327166,0,60.0
327165,1,10197.0
327163,0,320.0
327162,0,214.0
327161,0,40.0
327160,0,207.0
327157,1,120054.0
327156,0,79.0
327155,1,14527.0
327154,0,457.0
327151,0,47.0
327150,0,1.0
327147,0,296.0
327146,0,6.0
327145,0,6.0
327143,0,265.0
327141,0,8.0
327140,0,406.0
327139,0,36.0
327138,0,140.0
327136,0,570.0
327131,0,2853.0
327128,1,22800.0
327126,0,63.0
327124,0,26.0
327123,0,54.0
327122,0,60.0
327117,1,13719.0
327116,0,4.0
327112,0,380.0
327110,1,36021.0
327105,1,14570.0
327104,1,16953.0
327095,0,30.0
327090,1,20009.0
327089,1,18224.0
327086,0,2240.0
327085,0,2.0
327084,0,114.0
327082,0,204.0
327081,0,7.0
327080,1,45336.0
327079,0,52.0
327075,0,451.0
327074,0,133.0
327072,1,40532.0
327071,1,5381.0
327067,0,57.0
327065,0,753.0
327063,1,16416.0
327058,0,382.0
327056,0,53.0
327054,0,0.0
327052,0,0.0
327051,0,136.0
327050,0,194.0
327049,0,809.0
327047,0,48.0
327046,1,13700.0
327044,1,13701.0
327043,0,1310.0
327042,0,163.0
327035,1,12868.0
327034,1,14036.0
327032,1,32566.0
327030,0,100.0
327027,0,398.0
327025,0,20.0
327022,0,159.0
327017,0,0.0
327015,0,67.0
327011,0,133.0
327007,0,537.0
327006,0,74.0
327005,0,25.0
326996,1,13853.0
326995,1,48996.0
326992,0,27.0
326991,0,136.0
326990,0,108.0
326986,0,4.0
326984,1,13793.0
326983,0,450.0
326982,0,388.0
326980,0,141.0
326979,0,1549.0
326977,0,93.0
326976,0,135.0
326974,0,351.0
326973,0,93.0
326971,0,160.0
326970,0,327.0
326965,1,5149.0
326961,0,323.0
326958,0,834.0
326957,1,17228.0
326954,0,420.0
326950,0,4.0
326948,0,1114.0
326938,0,387.0
326937,0,11.0
326936,1,15079.0
326934,0,3.0
326933,1,18207.0
326931,1,51015.0
326930,0,26.0
326928,0,32.0
326927,0,2.0
326924,0,27.0
326923,0,294.0
326922,1,23513.0
326921,0,621.0
326917,1,146789.0
326916,0,4103.0
326915,0,3.0
326908,0,1162.0
326907,0,13.0
326903,1,8181.0
326902,1,46936.0
326901,1,9508.0
326899,1,24050.0
326898,0,6.0
326897,0,35.0
326894,1,7867.0
326892,0,5.0
326890,0,5.0
326889,0,310.0
326888,1,8618.0
326885,1,29931.0
326884,0,6.0
326883,0,6.0
326882,0,6.0
326881,0,300.0
326880,0,21.0
326876,1,22031.0
326874,0,2.0
326873,0,903.0
326872,0,313.0
326871,0,14.0
326868,0,459.0
326867,0,775.0
326866,0,6.0
326865,0,488.0
326864,0,1452.0
326863,0,611.0
326862,1,14674.0
326861,0,512.0
326860,0,1272.0
326859,0,1483.0
326858,0,76.0
326856,0,28.0
326855,0,19.0
326854,0,43.0
326853,1,28908.0
326851,0,31.0
326850,1,5260.0
326849,0,1333.0
326848,1,28921.0
326847,1,30066.0
326846,0,22.0
326845,0,53.0
326844,1,29150.0
326843,0,117.0
326842,0,703.0
326841,0,60.0
326840,1,27698.0
326839,1,4866.0
326837,0,17.0
326836,0,46.0
326830,0,25.0
326829,0,4217.0
326827,1,29006.0
326822,0,10.0
326820,0,3.0
326814,1,96712.0
326813,0,2.0
326807,0,1049.0
326806,0,42.0
326802,0,0.0
326798,0,145.0
326785,1,28865.0
326780,0,6.0
326778,0,2.0
326776,0,172.0
326772,0,338.0
326769,0,2312.0
326768,1,94297.0
326767,0,113.0
326764,0,75.0
326763,0,37.0
326760,0,2.0
326759,0,1390.0
326757,0,149.0
326755,0,6.0
326753,0,60.0
326752,0,177.0
326750,0,306.0
326748,0,395.0
326747,0,22.0
326746,0,70.0
326745,0,6.0
326744,0,4325.0
326743,0,64.0
326742,0,10.0
326741,0,287.0
326739,0,759.0
326736,0,0.0
326735,0,73.0
326734,0,4.0
326733,0,23.0
326731,0,8.0
326729,0,96.0
326722,0,115.0
326720,0,2747.0
326718,0,65.0
326716,0,320.0
326711,0,121.0
326709,0,582.0
326708,0,0.0
326707,0,255.0
326706,0,95.0
326704,0,269.0
326703,0,37.0
326699,0,6.0
326698,0,0.0
326697,1,4814.0
326696,1,4788.0
326691,0,1635.0
326686,0,1470.0
326685,0,193.0
326683,0,44.0
326682,0,89.0
326678,0,346.0
326677,0,2.0
326675,0,89.0
326673,0,4245.0
326669,0,79.0
326668,1,10531.0
326666,1,25251.0
326665,0,144.0
326661,1,151533.0
326660,0,273.0
326652,0,8.0
326651,0,2.0
326650,0,9.0
326649,0,10.0
326648,0,8.0
326642,0,73.0
326641,0,149.0
326638,0,31.0
326637,0,97.0
326635,0,8.0
326627,0,36.0
326626,0,429.0
326621,0,1.0
326620,0,0.0
326617,0,2.0
326616,0,2.0
326611,0,4277.0
326600,0,3871.0
326594,0,10.0
326570,0,54.0
326569,0,132.0
326568,0,16.0
326561,0,147.0
326558,0,76.0
326557,1,27057.0
326552,0,132.0
326545,1,17529.0
326542,0,974.0
326537,0,297.0
326535,0,22.0
326534,0,9.0
326531,1,5743.0
326516,1,30951.0
326507,0,357.0
326504,1,215547.0
326502,0,46.0
326497,0,328.0
326496,0,80.0
326493,1,15682.0
326482,0,1250.0
326480,1,34072.0
326472,0,362.0
326468,0,39.0
326461,0,280.0
326458,0,24.0
326455,0,2709.0
326454,0,150.0
326453,0,58.0
326451,0,19.0
326447,1,47363.0
326444,0,132.0
326438,0,173.0
326432,0,109.0
326431,1,43443.0
326430,0,1771.0
326427,0,44.0
326424,0,1384.0
326420,1,23969.0
326419,0,90.0
326415,0,3582.0
326414,1,24734.0
326412,0,403.0
326411,0,2.0
326410,0,430.0
326409,0,372.0
326407,0,99.0
326406,1,54452.0
326405,1,23653.0
326403,1,5181.0
326401,0,207.0
326400,0,3157.0
326399,0,499.0
326398,0,2329.0
326397,0,175.0
326396,0,50.0
326394,1,14859.0
326390,0,1013.0
326386,0,149.0
326384,0,758.0
326383,1,13525.0
326382,0,3174.0
326379,0,308.0
326378,0,131.0
326375,0,114.0
326374,0,61.0
326370,0,12.0
326369,0,396.0
326367,0,6.0
326366,0,6.0
326362,1,6298.0
326360,0,30.0
326357,0,8.0
326354,0,755.0
326351,0,2976.0
326350,0,52.0
326342,0,214.0
326339,0,4.0
326337,0,177.0
326336,0,0.0
326334,0,6.0
326333,1,43878.0
326332,0,3.0
326326,0,10.0
326325,0,330.0
326323,0,28.0
326315,0,1983.0
326311,0,2.0
326307,0,4.0
326306,0,29.0
326301,0,0.0
326295,0,30.0
326291,0,0.0
326290,0,188.0
326288,0,163.0
326287,0,28.0
326283,1,16662.0
326282,0,21.0
326281,0,0.0
326279,0,23.0
326278,0,404.0
326277,0,357.0
326275,1,33285.0
326273,0,0.0
326272,0,404.0
326270,0,1408.0
326267,0,194.0
326265,0,76.0
326264,0,164.0
326262,0,1.0
326261,0,9.0
326256,0,2383.0
326255,0,2.0
326253,1,16170.0
326252,1,16675.0
326251,0,1070.0
326247,1,21423.0
326246,1,25334.0
326245,0,528.0
326242,0,813.0
326239,0,21.0
326238,0,75.0
326237,0,841.0
326236,0,198.0
326235,0,1.0
326233,0,29.0
326231,0,323.0
326230,1,46343.0
326229,0,521.0
326228,0,3915.0
326226,0,847.0
326225,0,4.0
326224,0,143.0
326223,0,91.0
326222,0,367.0
326221,0,17.0
326219,0,357.0
326217,0,223.0
326216,0,21.0
326213,0,1024.0
326212,0,1390.0
326211,0,386.0
326210,0,6.0
326209,0,128.0
326206,1,6553.0
326205,0,2.0
326204,0,68.0
326203,0,1245.0
326202,0,3597.0
326201,0,18.0
326200,1,8981.0
326198,0,2031.0
326195,0,0.0
326194,0,142.0
326193,0,6.0
326192,1,41558.0
326191,0,49.0
326190,0,60.0
326189,0,14.0
326188,0,9.0
326187,0,2.0
326186,0,2.0
326184,0,0.0
326183,0,106.0
326182,0,92.0
326180,0,2.0
326178,0,336.0
326176,0,753.0
326172,0,18.0
326170,0,4.0
326169,0,798.0
326168,0,2.0
326165,0,326.0
326164,0,155.0
326162,0,4.0
326159,0,0.0
326157,0,149.0
326156,0,8.0
326150,0,4.0
326148,1,8562.0
326145,0,4.0
326144,0,50.0
326143,0,6.0
326141,0,15.0
326137,1,158188.0
326135,0,191.0
326134,1,37743.0
326121,0,2288.0
326118,0,79.0
326115,0,103.0
326106,0,850.0
326101,0,142.0
326097,0,18.0
326089,0,19.0
326088,0,0.0
326086,0,523.0
326084,0,76.0
326080,0,458.0
326077,0,216.0
326076,0,7.0
326075,0,299.0
326074,0,69.0
326072,0,180.0
326071,1,29964.0
326070,0,1030.0
326068,0,27.0
326067,0,584.0
326066,0,0.0
326064,0,6.0
326063,1,16433.0
326062,0,680.0
326061,1,8557.0
326058,0,54.0
326057,0,744.0
326056,0,37.0
326055,0,0.0
326053,0,46.0
326052,1,31736.0
326050,1,25949.0
326049,0,0.0
326048,0,32.0
326047,0,4.0
326046,0,16.0
326044,1,18289.0
326040,0,6.0
326038,0,6.0
326036,0,73.0
326035,0,24.0
326032,0,174.0
326031,0,1927.0
326030,0,187.0
326029,0,2.0
326028,0,44.0
326023,0,812.0
326022,0,107.0
326020,0,89.0
326019,0,4057.0
326014,0,17.0
326013,0,176.0
326012,0,1729.0
326009,0,2.0
326005,0,8.0
326004,0,57.0
326003,0,1009.0
326001,0,582.0
326000,0,4.0
325999,0,744.0
325998,0,63.0
325997,0,52.0
325996,0,6.0
325993,1,214185.0
325992,0,6.0
325989,0,22.0
325988,0,71.0
325985,0,15.0
325983,1,10802.0
325982,1,111173.0
325977,0,2031.0
325975,0,102.0
325973,0,285.0
325971,0,782.0
325970,0,211.0
325969,0,8.0
325968,0,16.0
325966,1,43749.0
325963,0,168.0
325962,0,28.0
325959,0,2.0
325955,0,2.0
325953,0,452.0
325949,0,566.0
325948,0,681.0
325946,0,163.0
325944,0,69.0
325942,0,61.0
325940,0,227.0
325937,1,50795.0
325934,0,81.0
325933,0,49.0
325932,0,2.0
325931,1,20987.0
325929,0,62.0
325928,0,0.0
325927,0,0.0
325925,0,150.0
325916,0,848.0
325908,0,1482.0
325907,0,64.0
325905,0,193.0
325903,0,190.0
325898,0,93.0
325897,0,62.0
325896,1,35793.0
325895,0,178.0
325893,0,29.0
325892,0,1381.0
325889,0,21.0
325887,0,282.0
325886,0,508.0
325885,0,148.0
325883,0,137.0
325882,0,8.0
325881,0,0.0
325880,0,80.0
325879,1,4858.0
325878,0,744.0
325877,0,2.0
325875,0,149.0
325874,0,207.0
325873,0,271.0
325870,0,0.0
325869,0,466.0
