signal_type,period,warning_level,warning_count,warning_signals,evidence,affected_file,affected_developer
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.eslint-plugin-local/code-translation-remind.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.eslint-plugin-local/vscode-dts-event-naming.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.eslint-plugin-local/vscode-dts-vscode-in-comments.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/skills/auto-perf-optimize/scratchpad/README.md,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/.moduleignore.win32,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/dictation-runtime/package.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/lib/test/codeNoBracketNotationForIdentifiers.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/lib/test/stylelint.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/next/test/build-fast.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/.eslintplugin/index.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/.eslintplugin/no-runtime-import.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/prompts/node/agent/openai/hiddenModelNPrompt.tsx,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/platform/endpoint/vscode-node/extChatEndpoint.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/platform/promptFiles/test/node/automaticInstructionsCollector.spec.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/platform/telemetry/common/telemetry.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/platform/telemetry/test/node/telemetry.spec.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/markdown-language-features/schemas/package.schema.json,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/markdown-language-features/src/markdownExtensions.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/vscode-api-tests/src/singlefolder-tests/browser.tools.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/base/browser/ui/tree/objectTree.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/base/common/network.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/editor/browser/widget/multiDiffEditor/diffEditorItemTemplate.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/reasoningEffort.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/state/protocol/channels-chat/actions.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/codex/codexProviderConfiguration.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/agentHostBootstrap.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/agentHostInputRequestTracker.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/agentServiceTestUtils.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/codexTestConfiguration.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/providerIntegration/codexCustomizations.integrationTest.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/shared/worktreeIsolation.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/hover/test/browser/hoverService.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/remoteTunnel/node/remoteTunnelService.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/browser/parts/singlePaneEditorPart.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/automations/browser/automationDialogService.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/automations/test/browser/automationDialog.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/editor/test/browser/editor.contribution.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/files/browser/workspaceFolderActions.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/providers/agentHost/test/browser/agentHostDiscoveredConfigNotification.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/providers/remoteAgentHost/browser/cloudSandboxApiService.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/providers/remoteAgentHost/browser/cloudSandboxReadOnlySessionHandler.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/sessions/browser/views/automationsAccessibility.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/sessions/test/browser/sessionsRename.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/services/sessions/test/browser/visibleSessions.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/api/common/extHost.protocol.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/contrib/chat/browser/voiceClient/voiceInputDecorations.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/contrib/chat/test/browser/agentHost/agentHostResponseFileChanges.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/contrib/chat/test/browser/sessionRouter/chatSessionRoutingController.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/contrib/chat/test/common/model/chatModel.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/contrib/chat/test/common/plugins/pluginMarketplaceService.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/contrib/tags/electron-browser/workspaceTagsService.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/services/accounts/test/browser/defaultAccount.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/services/assignment/common/assignmentFilters.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/services/policies/test/browser/accountPolicyService.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.eslint-ignore,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,.github/workflows/codeql.yml,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/common/apply-sdk-canary-override.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/azure-pipelines/copilot/test-integration-steps.yml,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/checksums/nodejs.txt,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/lib/download.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/lib/electronVersion.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/lib/util.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,build/npm/electronTypes.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/agents/vscode-node/githubOrgChatResourcesService.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/agents/vscode-node/test/githubOrgChatResourcesService.spec.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/byok/vscode-node/customEndpointProvider.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/chatSessions/vscode-node/taskApiBackend.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/chatSessions/vscode/cloudAgentBackend.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/inlineEdits/vscode-node/inlineEditProviderFeature.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/mcp/vscode-node/nuget.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/prompt/node/defaultIntentRequestHandler.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/extension/tools/common/virtualTools/virtualToolGrouper.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/platform/configuration/vscode/test/configurationServiceImpl.spec.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/copilot/src/platform/github/common/octoKitServiceImpl.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/git/src/repository.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/github-authentication/src/test/entraTokenExchange.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/markdown-language-features/src/preview/markdownEditorRichLinks.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/theme-defaults/themes/hc_black.json,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/theme-defaults/themes/hc_light.json,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,extensions/typescript-language-features/src/typescriptServiceClient.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,scripts/agent-host-e2e-coverage.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/base/browser/ui/findinput/findInputToggles.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/base/browser/ui/findinput/replaceInput.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/base/browser/ui/menu/menu.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/base/browser/ui/radio/radio.css,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/base/browser/ui/radio/radio.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/base/parts/ipc/test/node/ipc.cp.integrationTest.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/base/test/browser/ui/findinput/findInputToggles.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/base/test/browser/ui/menu/menu.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/code/electron-browser/workbench/workbench.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/editor/browser/widget/multiDiffEditor/multiDiffEditorWidget.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/OTEL.md,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/agentHostChangesetService.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/agentMergePrompt.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/changesetUri.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/cloudSandboxAgentHost.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/meta/agentChatSurfaceMeta.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/state/protocol/action-origin.generated.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/state/protocol/channels-terminal/state.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/state/protocol/common/actions.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/common/state/protocol/common/state.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentHostChangesetOperationService.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentHostRestrictedTelemetry.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/agentSessionResidency.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/claude/claudeAgentSdkService.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/claude/claudeSessionMetadataStore.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/copilot/agentHostSandboxEngine.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/copilot/copilotPluginConverters.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/copilot/prompts/promptRegistry.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/copilot/sandboxConfigForSdk.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/shared/agentEditAttributionService.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/node/shared/copilotApiService.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/common/sessionArtifacts.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/agentHostContributions.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/agentHostMergeOperationProvider.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/claudeSdkOptions.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/agentHost/test/node/e2e/providers/copilotTestConfiguration.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/dataChannel/common/dataChannel.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/github/common/pullRequestQueryService.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/platform/windows/electron-main/windowImpl.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/MOBILE.md,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/changes/common/changesViewService.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/chat/browser/externalSessionBanner.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/editor/browser/media/editorHeader.css,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/github/browser/pullRequestPicker.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/github/common/types.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/github/test/browser/pullRequestPicker.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/providers/remoteAgentHost/browser/cloudSandboxAgentHostService.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/sessions/contrib/providers/remoteAgentHost/test/browser/remoteAgentHostCustomizationHarness.test.ts,dmitrivMS
DEVELOPER_FILE,,MEDIUM,1,STRONG_DEVELOPER_FILE_DEPENDENCY,Developer-file relationship is among the strongest observed relationships.,src/vs/workbench/common/theme.ts,dmitrivMS
