developer,files_touched,commits,changes,file_share,commit_share,change_share,developer_concentration,bottleneck_score,risk_level,evidence
peaceaddpaasion,4,3,102,0.00035714285714285714,0.0001923323503013207,3.2589526384400683e-06,0.0001842447200275393,0.01842447200275393,LOW,"Observed contribution across 4 files, 3 commits, and 102 changes."
msulemans,4,3,38,0.00035714285714285714,0.0001923323503013207,1.2141196103992413e-06,0.00018356310901819235,0.018356310901819235,LOW,"Observed contribution across 4 files, 3 commits, and 38 changes."
brovaset,3,4,294,0.00026785714285714287,0.00025644313373509426,9.39345172256255e-06,0.00017789790943826655,0.017789790943826655,LOW,"Observed contribution across 3 files, 4 commits, and 294 changes."
GujjetiMokshithcode,3,4,286,0.00026785714285714287,0.00025644313373509426,9.137847594057446e-06,0.00017781270806209817,0.017781270806209816,LOW,"Observed contribution across 3 files, 4 commits, and 286 changes."
lucastaylr,3,4,270,0.00026785714285714287,0.00025644313373509426,8.62663933704724e-06,0.00017764230530976143,0.017764230530976144,LOW,"Observed contribution across 3 files, 4 commits, and 270 changes."
bompus,3,4,259,0.00026785714285714287,0.00025644313373509426,8.275183660352724e-06,0.00017752515341752995,0.017752515341752994,LOW,"Observed contribution across 3 files, 4 commits, and 259 changes."
jlelong,3,4,60,0.00026785714285714287,0.00025644313373509426,1.9170309637882758e-06,0.0001754057691853418,0.01754057691853418,LOW,"Observed contribution across 3 files, 4 commits, and 60 changes."
judyks,5,1,114,0.0004464285714285714,6.411078343377356e-05,3.6423588311977236e-06,0.00017139390456451424,0.017139390456451423,LOW,"Observed contribution across 5 files, 1 commits, and 114 changes."
Kunall7890,4,2,362,0.00035714285714285714,0.00012822156686754713,1.1566086814855928e-05,0.00016564350360842006,0.016564350360842008,LOW,"Observed contribution across 4 files, 2 commits, and 362 changes."
iamkaleemsajjad-hue,4,2,270,0.00035714285714285714,0.00012822156686754713,8.62663933704724e-06,0.00016466368778248383,0.016466368778248384,LOW,"Observed contribution across 4 files, 2 commits, and 270 changes."
mikehaas763,4,2,218,0.00035714285714285714,0.00012822156686754713,6.965212501764068e-06,0.00016410987883738946,0.016410987883738945,LOW,"Observed contribution across 4 files, 2 commits, and 218 changes."
M393,4,2,146,0.00035714285714285714,0.00012822156686754713,4.664775345218137e-06,0.00016334306645187413,0.016334306645187414,LOW,"Observed contribution across 4 files, 2 commits, and 146 changes."
Skn0tt,4,2,108,0.00035714285714285714,0.00012822156686754713,3.450655734818896e-06,0.0001629383599150744,0.016293835991507438,LOW,"Observed contribution across 4 files, 2 commits, and 108 changes."
tombuildsstuff,4,2,75,0.00035714285714285714,0.00012822156686754713,2.3962887047353444e-06,0.00016258690423837988,0.016258690423837988,LOW,"Observed contribution across 4 files, 2 commits, and 75 changes."
ralphfeltis,4,2,55,0.00035714285714285714,0.00012822156686754713,1.7572783834725859e-06,0.00016237390079795896,0.016237390079795896,LOW,"Observed contribution across 4 files, 2 commits, and 55 changes."
arham766,4,2,48,0.00035714285714285714,0.00012822156686754713,1.5336247710306204e-06,0.00016229934959381163,0.016229934959381163,LOW,"Observed contribution across 4 files, 2 commits, and 48 changes."
Kaidesuyoo,4,2,37,0.00035714285714285714,0.00012822156686754713,1.1821690943361033e-06,0.00016218219770158012,0.016218219770158013,LOW,"Observed contribution across 4 files, 2 commits, and 37 changes."
RITHIKKUMARAN,4,2,32,0.00035714285714285714,0.00012822156686754713,1.0224165140204136e-06,0.0001621289468414749,0.01621289468414749,LOW,"Observed contribution across 4 files, 2 commits, and 32 changes."
tggiles,3,3,6,0.00026785714285714287,0.0001923323503013207,1.9170309637882755e-07,0.00015346039875161412,0.015346039875161413,LOW,"Observed contribution across 3 files, 3 commits, and 6 changes."
xuanmingShang,2,4,201,0.00017857142857142857,0.00025644313373509426,6.422053728690723e-06,0.0001471455386784045,0.01471455386784045,LOW,"Observed contribution across 2 files, 4 commits, and 201 changes."
gaspardruan,4,1,466,0.00035714285714285714,6.411078343377356e-05,1.4888940485422273e-05,0.00014538086035401768,0.014538086035401767,LOW,"Observed contribution across 4 files, 1 commits, and 466 changes."
rostidev,4,1,421,0.00035714285714285714,6.411078343377356e-05,1.3451167262581066e-05,0.0001449016026130706,0.01449016026130706,LOW,"Observed contribution across 4 files, 1 commits, and 421 changes."
dev-hari-prasad,4,1,287,0.00035714285714285714,6.411078343377356e-05,9.169798110120584e-06,0.00014347447956225044,0.014347447956225045,LOW,"Observed contribution across 4 files, 1 commits, and 287 changes."
64kramsystem,4,1,282,0.00035714285714285714,6.411078343377356e-05,9.010045529804895e-06,0.00014342122870214522,0.01434212287021452,LOW,"Observed contribution across 4 files, 1 commits, and 282 changes."
Xaena53,4,1,199,0.00035714285714285714,6.411078343377356e-05,6.358152696564447e-06,0.0001425372644243984,0.01425372644243984,LOW,"Observed contribution across 4 files, 1 commits, and 199 changes."
mirimadahmed,4,1,116,0.00035714285714285714,6.411078343377356e-05,3.7062598633239996e-06,0.00014165330014665159,0.014165330014665158,LOW,"Observed contribution across 4 files, 1 commits, and 116 changes."
puyogo-suzuki,4,1,103,0.00035714285714285714,6.411078343377356e-05,3.2909031545032065e-06,0.00014151484791037798,0.014151484791037798,LOW,"Observed contribution across 4 files, 1 commits, and 103 changes."
Wasim,4,1,56,0.00035714285714285714,6.411078343377356e-05,1.7892288995357238e-06,0.0001410142898253888,0.01410142898253888,LOW,"Observed contribution across 4 files, 1 commits, and 56 changes."
ama-leanix,4,1,51,0.00035714285714285714,6.411078343377356e-05,1.6294763192200342e-06,0.00014096103896528358,0.014096103896528357,LOW,"Observed contribution across 4 files, 1 commits, and 51 changes."
karthiknadig,4,1,49,0.00035714285714285714,6.411078343377356e-05,1.5655752870937584e-06,0.00014093973862124148,0.014093973862124147,LOW,"Observed contribution across 4 files, 1 commits, and 49 changes."
virzak,4,1,16,0.00035714285714285714,6.411078343377356e-05,5.112082570102068e-07,0.00014058828294454697,0.014058828294454697,LOW,"Observed contribution across 4 files, 1 commits, and 16 changes."
0xNeshi,3,2,774,0.00026785714285714287,0.00012822156686754713,2.4729699432868756e-05,0.00014026946971918626,0.014026946971918626,LOW,"Observed contribution across 3 files, 2 commits, and 774 changes."
guihuaz,3,1,2779,0.00026785714285714287,6.411078343377356e-05,8.87904841394603e-05,0.00014025280347679223,0.014025280347679223,LOW,"Observed contribution across 3 files, 1 commits, and 2779 changes."
arun-357,3,2,398,0.00026785714285714287,0.00012822156686754713,1.2716305393128895e-05,0.00013626500503927295,0.013626500503927295,LOW,"Observed contribution across 3 files, 2 commits, and 398 changes."
philwo,3,2,280,0.00026785714285714287,0.00012822156686754713,8.946144497678619e-06,0.00013500828474078953,0.013500828474078953,LOW,"Observed contribution across 3 files, 2 commits, and 280 changes."
joseanoxp,3,2,268,0.00026785714285714287,0.00012822156686754713,8.562738304920964e-06,0.000134880482676537,0.013488048267653699,LOW,"Observed contribution across 3 files, 2 commits, and 268 changes."
ansonauhk,3,2,197,0.00026785714285714287,0.00012822156686754713,6.294251664438171e-06,0.00013412432046304272,0.013412432046304271,LOW,"Observed contribution across 3 files, 2 commits, and 197 changes."
David Kontyko,3,2,144,0.00026785714285714287,0.00012822156686754713,4.600874313091861e-06,0.00013355986134592728,0.013355986134592728,LOW,"Observed contribution across 3 files, 2 commits, and 144 changes."
Sanjays2402,3,2,105,0.00026785714285714287,0.00012822156686754713,3.354804186629482e-06,0.0001331445046371065,0.013314450463710648,LOW,"Observed contribution across 3 files, 2 commits, and 105 changes."
PositroniumJS,3,2,75,0.00026785714285714287,0.00012822156686754713,2.3962887047353444e-06,0.0001328249994764751,0.01328249994764751,LOW,"Observed contribution across 3 files, 2 commits, and 75 changes."
samuelmbabhazi,3,2,68,0.00026785714285714287,0.00012822156686754713,2.172635092293379e-06,0.0001327504482723278,0.013275044827232779,LOW,"Observed contribution across 3 files, 2 commits, and 68 changes."
Vivswan,3,2,52,0.00026785714285714287,0.00012822156686754713,1.6614268352831721e-06,0.00013258004551999105,0.013258004551999105,LOW,"Observed contribution across 3 files, 2 commits, and 52 changes."
Santhanakrishnan-Shanmugam,3,2,30,0.00026785714285714287,0.00012822156686754713,9.585154818941379e-07,0.00013234574173552805,0.013234574173552805,LOW,"Observed contribution across 3 files, 2 commits, and 30 changes."
benelog,3,2,6,0.00026785714285714287,0.00012822156686754713,1.9170309637882755e-07,0.00013209013760702294,0.013209013760702293,LOW,"Observed contribution across 3 files, 2 commits, and 6 changes."
justjavac,2,3,128,0.00017857142857142857,0.0001923323503013207,4.0896660560816545e-06,0.00012499781497627698,0.0124997814976277,LOW,"Observed contribution across 2 files, 3 commits, and 128 changes."
harinath02,2,3,85,0.00017857142857142857,0.0001923323503013207,2.7157938653667237e-06,0.000124539857579372,0.0124539857579372,LOW,"Observed contribution across 2 files, 3 commits, and 85 changes."
na2co3-ftw,2,3,71,0.00017857142857142857,0.0001923323503013207,2.268486640482793e-06,0.00012439075517107736,0.012439075517107736,LOW,"Observed contribution across 2 files, 3 commits, and 71 changes."
sundeep8967,2,3,64,0.00017857142857142857,0.0001923323503013207,2.0448330280408273e-06,0.00012431620396693004,0.012431620396693004,LOW,"Observed contribution across 2 files, 3 commits, and 64 changes."
Connor Peet,2,3,51,0.00017857142857142857,0.0001923323503013207,1.6294763192200342e-06,0.00012417775173065643,0.012417775173065642,LOW,"Observed contribution across 2 files, 3 commits, and 51 changes."
taskinf198-afk,2,3,50,0.00017857142857142857,0.0001923323503013207,1.5975258031568964e-06,0.0001241671015586354,0.01241671015586354,LOW,"Observed contribution across 2 files, 3 commits, and 50 changes."
RReverser,2,3,48,0.00017857142857142857,0.0001923323503013207,1.5336247710306204e-06,0.0001241458012145933,0.01241458012145933,LOW,"Observed contribution across 2 files, 3 commits, and 48 changes."
Tao Zhuang,3,1,231,0.00026785714285714287,6.411078343377356e-05,7.380569210584861e-06,0.00011311616516716709,0.01131161651671671,LOW,"Observed contribution across 3 files, 1 commits, and 231 changes."
yiyabo,3,1,103,0.00026785714285714287,6.411078343377356e-05,3.2909031545032065e-06,0.00011175294314847322,0.011175294314847322,LOW,"Observed contribution across 3 files, 1 commits, and 103 changes."
pawang-msft,3,1,99,0.00026785714285714287,6.411078343377356e-05,3.1631010902506546e-06,0.00011171034246038903,0.011171034246038903,LOW,"Observed contribution across 3 files, 1 commits, and 99 changes."
invalid-email-address,3,1,75,0.00026785714285714287,6.411078343377356e-05,2.3962887047353444e-06,0.00011145473833188393,0.011145473833188393,LOW,"Observed contribution across 3 files, 1 commits, and 75 changes."
hyperthreading,3,1,75,0.00026785714285714287,6.411078343377356e-05,2.3962887047353444e-06,0.00011145473833188393,0.011145473833188393,LOW,"Observed contribution across 3 files, 1 commits, and 75 changes."
pysio2007,3,1,51,0.00026785714285714287,6.411078343377356e-05,1.6294763192200342e-06,0.00011119913420337881,0.011119913420337881,LOW,"Observed contribution across 3 files, 1 commits, and 51 changes."
ramankrishna,3,1,48,0.00026785714285714287,6.411078343377356e-05,1.5336247710306204e-06,0.00011116718368731568,0.011116718368731569,LOW,"Observed contribution across 3 files, 1 commits, and 48 changes."
colinhacks,3,1,45,0.00026785714285714287,6.411078343377356e-05,1.4377732228412067e-06,0.00011113523317125254,0.011113523317125253,LOW,"Observed contribution across 3 files, 1 commits, and 45 changes."
hi-jie,3,1,38,0.00026785714285714287,6.411078343377356e-05,1.2141196103992413e-06,0.00011106068196710523,0.011106068196710523,LOW,"Observed contribution across 3 files, 1 commits, and 38 changes."
kartikmehta-msft,3,1,29,0.00026785714285714287,6.411078343377356e-05,9.265649658309999e-07,0.00011096483041891582,0.011096483041891581,LOW,"Observed contribution across 3 files, 1 commits, and 29 changes."
google-labs-jules[bot],3,1,18,0.00026785714285714287,6.411078343377356e-05,5.751092891364827e-07,0.0001108476785266843,0.011084767852668431,LOW,"Observed contribution across 3 files, 1 commits, and 18 changes."
D-Majumder,2,2,267,0.00017857142857142857,0.00012822156686754713,8.530787788857826e-06,0.00010510792774261116,0.010510792774261117,LOW,"Observed contribution across 2 files, 2 commits, and 267 changes."
pony-maggie,2,2,244,0.00017857142857142857,0.00012822156686754713,7.795925919405654e-06,0.0001048629737861271,0.010486297378612711,LOW,"Observed contribution across 2 files, 2 commits, and 244 changes."
stefankandic,2,2,236,0.00017857142857142857,0.00012822156686754713,7.54032179090055e-06,0.00010477777240995875,0.010477777240995875,LOW,"Observed contribution across 2 files, 2 commits, and 236 changes."
xiay-lcw,2,2,192,0.00017857142857142857,0.00012822156686754713,6.134499084122482e-06,0.00010430916484103272,0.010430916484103272,LOW,"Observed contribution across 2 files, 2 commits, and 192 changes."
Soumojitshome2023,2,2,144,0.00017857142857142857,0.00012822156686754713,4.600874313091861e-06,0.00010379795658402252,0.010379795658402252,LOW,"Observed contribution across 2 files, 2 commits, and 144 changes."
Lor3nzoMartinez,2,2,133,0.00017857142857142857,0.00012822156686754713,4.249418636397344e-06,0.00010368080469179101,0.0103680804691791,LOW,"Observed contribution across 2 files, 2 commits, and 133 changes."
KKKayleX,2,2,96,0.00017857142857142857,0.00012822156686754713,3.067249542061241e-06,0.00010328674832701231,0.01032867483270123,LOW,"Observed contribution across 2 files, 2 commits, and 96 changes."
AdityaJagtap18,2,2,92,0.00017857142857142857,0.00012822156686754713,2.9394474778086894e-06,0.00010324414763892812,0.010324414763892812,LOW,"Observed contribution across 2 files, 2 commits, and 92 changes."
Gilbert,2,2,70,0.00017857142857142857,0.00012822156686754713,2.2365361244196547e-06,0.00010300984385446512,0.010300984385446512,LOW,"Observed contribution across 2 files, 2 commits, and 70 changes."
jrbarkin,2,2,66,0.00017857142857142857,0.00012822156686754713,2.108734060167103e-06,0.00010296724316638093,0.010296724316638093,LOW,"Observed contribution across 2 files, 2 commits, and 66 changes."
pucedoteth,2,2,66,0.00017857142857142857,0.00012822156686754713,2.108734060167103e-06,0.00010296724316638093,0.010296724316638093,LOW,"Observed contribution across 2 files, 2 commits, and 66 changes."
alike03,2,2,60,0.00017857142857142857,0.00012822156686754713,1.9170309637882758e-06,0.00010290334213425464,0.010290334213425465,LOW,"Observed contribution across 2 files, 2 commits, and 60 changes."
NathanielMcVicar,2,2,38,0.00017857142857142857,0.00012822156686754713,1.2141196103992413e-06,0.00010266903834979165,0.010266903834979165,LOW,"Observed contribution across 2 files, 2 commits, and 38 changes."
Safura  Mohammed,2,2,33,0.00017857142857142857,0.00012822156686754713,1.0543670300835516e-06,0.0001026157874896864,0.01026157874896864,LOW,"Observed contribution across 2 files, 2 commits, and 33 changes."
sambar21,2,2,27,0.00017857142857142857,0.00012822156686754713,8.62663933704724e-07,0.00010255188645756014,0.010255188645756013,LOW,"Observed contribution across 2 files, 2 commits, and 27 changes."
benny779,2,2,27,0.00017857142857142857,0.00012822156686754713,8.62663933704724e-07,0.00010255188645756014,0.010255188645756013,LOW,"Observed contribution across 2 files, 2 commits, and 27 changes."
ibr101010-bot,2,2,27,0.00017857142857142857,0.00012822156686754713,8.62663933704724e-07,0.00010255188645756014,0.010255188645756013,LOW,"Observed contribution across 2 files, 2 commits, and 27 changes."
Tijs Gommeren,2,2,20,0.00017857142857142857,0.00012822156686754713,6.390103212627585e-07,0.00010247733525341281,0.010247733525341281,LOW,"Observed contribution across 2 files, 2 commits, and 20 changes."
smorimoto,2,2,16,0.00017857142857142857,0.00012822156686754713,5.112082570102068e-07,0.00010243473456532862,0.010243473456532863,LOW,"Observed contribution across 2 files, 2 commits, and 16 changes."
vikramnitin9,2,2,14,0.00017857142857142857,0.00012822156686754713,4.4730722488393096e-07,0.00010241343422128653,0.010241343422128653,LOW,"Observed contribution across 2 files, 2 commits, and 14 changes."
Kadajett,2,2,12,0.00017857142857142857,0.00012822156686754713,3.834061927576551e-07,0.00010239213387724445,0.010239213387724445,LOW,"Observed contribution across 2 files, 2 commits, and 12 changes."
singhlovepreet9,2,2,11,0.00017857142857142857,0.00012822156686754713,3.514556766945172e-07,0.0001023814837052234,0.01023814837052234,LOW,"Observed contribution across 2 files, 2 commits, and 11 changes."
theanarkh,2,2,7,0.00017857142857142857,0.00012822156686754713,2.2365361244196548e-07,0.00010233888301713922,0.010233888301713921,LOW,"Observed contribution across 2 files, 2 commits, and 7 changes."
saroasid-web,2,2,2,0.00017857142857142857,0.00012822156686754713,6.390103212627585e-08,0.00010228563215703398,0.010228563215703397,LOW,"Observed contribution across 2 files, 2 commits, and 2 changes."
JulianHock,1,3,41,8.928571428571429e-05,0.0001923323503013207,1.309971158588655e-06,9.430934524854122e-05,0.009430934524854122,LOW,"Observed contribution across 1 files, 3 commits, and 41 changes."
Boulea7,2,1,188,0.00017857142857142857,6.411078343377356e-05,6.00669701986993e-06,8.289630300835735e-05,0.008289630300835736,LOW,"Observed contribution across 2 files, 1 commits, and 188 changes."
rhopman,2,1,173,0.00017857142857142857,6.411078343377356e-05,5.527439278922861e-06,8.273655042804166e-05,0.008273655042804166,LOW,"Observed contribution across 2 files, 1 commits, and 173 changes."
lukasz-wronski,2,1,133,0.00017857142857142857,6.411078343377356e-05,4.249418636397344e-06,8.231054354719982e-05,0.008231054354719982,LOW,"Observed contribution across 2 files, 1 commits, and 133 changes."
jaxsonbunch,2,1,130,0.00017857142857142857,6.411078343377356e-05,4.15356708820793e-06,8.227859303113669e-05,0.008227859303113668,LOW,"Observed contribution across 2 files, 1 commits, and 130 changes."
clintharrison,2,1,117,0.00017857142857142857,6.411078343377356e-05,3.7382103793871374e-06,8.21401407948631e-05,0.00821401407948631,LOW,"Observed contribution across 2 files, 1 commits, and 117 changes."
tieo,2,1,112,0.00017857142857142857,6.411078343377356e-05,3.5784577990714477e-06,8.208688993475786e-05,0.008208688993475786,LOW,"Observed contribution across 2 files, 1 commits, and 112 changes."
leep-frog,2,1,88,0.00017857142857142857,6.411078343377356e-05,2.8116454135561375e-06,8.183128580625277e-05,0.008183128580625277,LOW,"Observed contribution across 2 files, 1 commits, and 88 changes."
xhugoliu,2,1,78,0.00017857142857142857,6.411078343377356e-05,2.492140252924758e-06,8.172478408604229e-05,0.008172478408604229,LOW,"Observed contribution across 2 files, 1 commits, and 78 changes."
sir-ad,2,1,77,0.00017857142857142857,6.411078343377356e-05,2.4601897368616203e-06,8.171413391402125e-05,0.008171413391402125,LOW,"Observed contribution across 2 files, 1 commits, and 77 changes."
NithishKumar04,2,1,74,0.00017857142857142857,6.411078343377356e-05,2.3643381886722066e-06,8.168218339795812e-05,0.008168218339795813,LOW,"Observed contribution across 2 files, 1 commits, and 74 changes."
mcorbettbma,2,1,74,0.00017857142857142857,6.411078343377356e-05,2.3643381886722066e-06,8.168218339795812e-05,0.008168218339795813,LOW,"Observed contribution across 2 files, 1 commits, and 74 changes."
alexis-obside,2,1,71,0.00017857142857142857,6.411078343377356e-05,2.268486640482793e-06,8.165023288189498e-05,0.008165023288189499,LOW,"Observed contribution across 2 files, 1 commits, and 71 changes."
Frulfump,2,1,62,0.00017857142857142857,6.411078343377356e-05,1.9809319959145513e-06,8.155438133370556e-05,0.008155438133370557,LOW,"Observed contribution across 2 files, 1 commits, and 62 changes."
ayanamist,2,1,62,0.00017857142857142857,6.411078343377356e-05,1.9809319959145513e-06,8.155438133370556e-05,0.008155438133370557,LOW,"Observed contribution across 2 files, 1 commits, and 62 changes."
Alexkkir,2,1,57,0.00017857142857142857,6.411078343377356e-05,1.8211794155988618e-06,8.150113047360034e-05,0.008150113047360033,LOW,"Observed contribution across 2 files, 1 commits, and 57 changes."
tybruffy,2,1,49,0.00017857142857142857,6.411078343377356e-05,1.5655752870937584e-06,8.141592909743196e-05,0.008141592909743195,LOW,"Observed contribution across 2 files, 1 commits, and 49 changes."
HoneyTyagii,2,1,49,0.00017857142857142857,6.411078343377356e-05,1.5655752870937584e-06,8.141592909743196e-05,0.008141592909743195,LOW,"Observed contribution across 2 files, 1 commits, and 49 changes."
smiling-x,2,1,44,0.00017857142857142857,6.411078343377356e-05,1.4058227067780687e-06,8.136267823732673e-05,0.008136267823732673,LOW,"Observed contribution across 2 files, 1 commits, and 44 changes."
lorenpaulsen,2,1,42,0.00017857142857142857,6.411078343377356e-05,1.341921674651793e-06,8.134137789328465e-05,0.008134137789328465,LOW,"Observed contribution across 2 files, 1 commits, and 42 changes."
jatjat,2,1,38,0.00017857142857142857,6.411078343377356e-05,1.2141196103992413e-06,8.129877720520046e-05,0.008129877720520045,LOW,"Observed contribution across 2 files, 1 commits, and 38 changes."
iuliand-db,2,1,31,0.00017857142857142857,6.411078343377356e-05,9.904659979572756e-07,8.122422600105314e-05,0.008122422600105313,LOW,"Observed contribution across 2 files, 1 commits, and 31 changes."
linghaoSu,2,1,30,0.00017857142857142857,6.411078343377356e-05,9.585154818941379e-07,8.121357582903209e-05,0.00812135758290321,LOW,"Observed contribution across 2 files, 1 commits, and 30 changes."
u9g,2,1,26,0.00017857142857142857,6.411078343377356e-05,8.307134176415861e-07,8.117097514094791e-05,0.008117097514094791,LOW,"Observed contribution across 2 files, 1 commits, and 26 changes."
mst-mkt,2,1,26,0.00017857142857142857,6.411078343377356e-05,8.307134176415861e-07,8.117097514094791e-05,0.008117097514094791,LOW,"Observed contribution across 2 files, 1 commits, and 26 changes."
atomlong,2,1,26,0.00017857142857142857,6.411078343377356e-05,8.307134176415861e-07,8.117097514094791e-05,0.008117097514094791,LOW,"Observed contribution across 2 files, 1 commits, and 26 changes."
AP1493,2,1,25,0.00017857142857142857,6.411078343377356e-05,7.987629015784482e-07,8.116032496892687e-05,0.008116032496892687,LOW,"Observed contribution across 2 files, 1 commits, and 25 changes."
TheRodzz,2,1,24,0.00017857142857142857,6.411078343377356e-05,7.668123855153102e-07,8.114967479690582e-05,0.008114967479690581,LOW,"Observed contribution across 2 files, 1 commits, and 24 changes."
spokodev,2,1,12,0.00017857142857142857,6.411078343377356e-05,3.834061927576551e-07,8.102187273265327e-05,0.008102187273265327,LOW,"Observed contribution across 2 files, 1 commits, and 12 changes."
Moli13337,2,1,4,0.00017857142857142857,6.411078343377356e-05,1.278020642525517e-07,8.093667135648489e-05,0.00809366713564849,LOW,"Observed contribution across 2 files, 1 commits, and 4 changes."
abhinav,2,1,4,0.00017857142857142857,6.411078343377356e-05,1.278020642525517e-07,8.093667135648489e-05,0.00809366713564849,LOW,"Observed contribution across 2 files, 1 commits, and 4 changes."
ItsJiro,1,2,279,8.928571428571429e-05,0.00012822156686754713,8.91419398161548e-06,7.547382504495896e-05,0.0075473825044958965,LOW,"Observed contribution across 1 files, 2 commits, and 279 changes."
arloor,1,2,171,8.928571428571429e-05,0.00012822156686754713,5.463538246796586e-06,7.432360646668599e-05,0.0074323606466686,LOW,"Observed contribution across 1 files, 2 commits, and 171 changes."
Adwait Hegde,1,2,158,8.928571428571429e-05,0.00012822156686754713,5.048181537975793e-06,7.41851542304124e-05,0.00741851542304124,LOW,"Observed contribution across 1 files, 2 commits, and 158 changes."
Piotrko64,1,2,45,8.928571428571429e-05,0.00012822156686754713,1.4377732228412067e-06,7.29816847920342e-05,0.007298168479203421,LOW,"Observed contribution across 1 files, 2 commits, and 45 changes."
shoemoney,1,2,22,8.928571428571429e-05,0.00012822156686754713,7.029113533890344e-07,7.273673083555015e-05,0.007273673083555015,LOW,"Observed contribution across 1 files, 2 commits, and 22 changes."
accnops,1,2,21,8.928571428571429e-05,0.00012822156686754713,6.709608373258965e-07,7.27260806635291e-05,0.00727260806635291,LOW,"Observed contribution across 1 files, 2 commits, and 21 changes."
piyushmadan,1,2,18,8.928571428571429e-05,0.00012822156686754713,5.751092891364827e-07,7.269413014746596e-05,0.007269413014746596,LOW,"Observed contribution across 1 files, 2 commits, and 18 changes."
aturzone,1,2,13,8.928571428571429e-05,0.00012822156686754713,4.1535670882079304e-07,7.264087928736073e-05,0.007264087928736073,LOW,"Observed contribution across 1 files, 2 commits, and 13 changes."
ErlangCPT,1,2,9,8.928571428571429e-05,0.00012822156686754713,2.8755464456824133e-07,7.259827859927655e-05,0.007259827859927655,LOW,"Observed contribution across 1 files, 2 commits, and 9 changes."
TumnusVirus,1,2,8,8.928571428571429e-05,0.00012822156686754713,2.556041285051034e-07,7.258762842725549e-05,0.007258762842725549,LOW,"Observed contribution across 1 files, 2 commits, and 8 changes."
atlarix-agent,1,2,6,8.928571428571429e-05,0.00012822156686754713,1.9170309637882755e-07,7.256632808321341e-05,0.007256632808321341,LOW,"Observed contribution across 1 files, 2 commits, and 6 changes."
UditDewan,1,2,4,8.928571428571429e-05,0.00012822156686754713,1.278020642525517e-07,7.254502773917132e-05,0.007254502773917131,LOW,"Observed contribution across 1 files, 2 commits, and 4 changes."
santhiprakash,1,2,4,8.928571428571429e-05,0.00012822156686754713,1.278020642525517e-07,7.254502773917132e-05,0.007254502773917131,LOW,"Observed contribution across 1 files, 2 commits, and 4 changes."
JeffreyCA,1,1,725,8.928571428571429e-05,6.411078343377356e-05,2.3164124145774997e-05,5.885354062175427e-05,0.005885354062175427,LOW,"Observed contribution across 1 files, 1 commits, and 725 changes."
alif416,1,1,162,8.928571428571429e-05,6.411078343377356e-05,5.175983602228344e-06,5.2857493773905395e-05,0.005285749377390539,LOW,"Observed contribution across 1 files, 1 commits, and 162 changes."
YOUR_NAME,1,1,100,8.928571428571429e-05,6.411078343377356e-05,3.195051606313793e-06,5.219718310860054e-05,0.005219718310860055,LOW,"Observed contribution across 1 files, 1 commits, and 100 changes."
Sluggish20,1,1,93,8.928571428571429e-05,6.411078343377356e-05,2.971397993871827e-06,5.212263190445322e-05,0.005212263190445322,LOW,"Observed contribution across 1 files, 1 commits, and 93 changes."
natemiller23,1,1,80,8.928571428571429e-05,6.411078343377356e-05,2.556041285051034e-06,5.198417966817962e-05,0.005198417966817962,LOW,"Observed contribution across 1 files, 1 commits, and 80 changes."
uq3095-rgb,1,1,66,8.928571428571429e-05,6.411078343377356e-05,2.108734060167103e-06,5.183507725988498e-05,0.005183507725988498,LOW,"Observed contribution across 1 files, 1 commits, and 66 changes."
brignano,1,1,60,8.928571428571429e-05,6.411078343377356e-05,1.9170309637882758e-06,5.17711762277587e-05,0.00517711762277587,LOW,"Observed contribution across 1 files, 1 commits, and 60 changes."
dhufnagel,1,1,58,8.928571428571429e-05,6.411078343377356e-05,1.8531299316619998e-06,5.174987588371662e-05,0.005174987588371662,LOW,"Observed contribution across 1 files, 1 commits, and 58 changes."
guuruu8,1,1,44,8.928571428571429e-05,6.411078343377356e-05,1.4058227067780687e-06,5.160077347542196e-05,0.005160077347542196,LOW,"Observed contribution across 1 files, 1 commits, and 44 changes."
rohitbytecode,1,1,28,8.928571428571429e-05,6.411078343377356e-05,8.946144497678619e-07,5.1430370723085226e-05,0.0051430370723085225,LOW,"Observed contribution across 1 files, 1 commits, and 28 changes."
Iitian001,1,1,26,8.928571428571429e-05,6.411078343377356e-05,8.307134176415861e-07,5.1409070379043144e-05,0.005140907037904314,LOW,"Observed contribution across 1 files, 1 commits, and 26 changes."
kondv,1,1,22,8.928571428571429e-05,6.411078343377356e-05,7.029113533890344e-07,5.136646969095896e-05,0.005136646969095896,LOW,"Observed contribution across 1 files, 1 commits, and 22 changes."
UgaTheDev,1,1,19,8.928571428571429e-05,6.411078343377356e-05,6.070598051996206e-07,5.1334519174895824e-05,0.005133451917489582,LOW,"Observed contribution across 1 files, 1 commits, and 19 changes."
Kidsunbo,1,1,19,8.928571428571429e-05,6.411078343377356e-05,6.070598051996206e-07,5.1334519174895824e-05,0.005133451917489582,LOW,"Observed contribution across 1 files, 1 commits, and 19 changes."
DijieDeng,1,1,19,8.928571428571429e-05,6.411078343377356e-05,6.070598051996206e-07,5.1334519174895824e-05,0.005133451917489582,LOW,"Observed contribution across 1 files, 1 commits, and 19 changes."
